method_of_phasing	ground_truth_data_source	genome_grch38	chrom	interval	start_grch38	end_grch38	n_switch_errors_grch38	n_checked_grch38	n_gt_errors_grch38	n_gt_checked_grch38	MAC_grch38	AN_grch38	multiallelic_grch38	MAF_grch38	decipher	switch_error_rate_grch38	genotype_error_rate_grch38	genome_chm13	start_chm13	end_chm13	n_switch_errors_chm13	n_checked_chm13	n_gt_errors_chm13	n_gt_checked_chm13	MAC_chm13	AN_chm13	multiallelic_chm13	MAF_chm13	switch_error_rate_chm13	genotype_error_rate_chm13	abs_diff_SER	rel_drop_SER	abs_diff_GER	rel_drop_GER
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q13.32	117600000	119300000	674	72384	3584	453356	6046232	56409352	1750	124613.164	False	0.9311450044208666	0.7905487078587247	CHM13v2.0	120319753	122019706	500	66913	3053	418126	5558845	52027996	1556	114568.05	0.7472389520720937	0.7301626782357471	0.18390605234877289	19.75052773473824	0.060386029622977566	7.638495771694931
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9q21.12	69300000	71300000	918	84585	15954	515351	7092783	64119180	2190	146182.67	False	1.085298811846072	3.0957541559053925	CHM13v2.0	81466639	83449676	699	80213	3687	482167	6593689	59990128	1927	135896.11	0.8714298181092841	0.7646728208276385	0.21386899373678792	19.706000909832465	2.331081335077754	75.29930406880128
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2p22.1	38300000	41500000	1371	139621	8105	964799	11900735	120038480	4270	245275.11	False	0.9819439769089177	0.8400713516494108	CHM13v2.0	38306895	41509232	1025	129999	5482	891771	10999626	110950684	3665	226703.0	0.7884676035969507	0.6147318089509526	0.193476373311967	19.703402420269978	0.22533954269845824	26.82385755162614
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19q13.43	55800000	58617616	1751	146295	10124	928501	12441286	115535824	5112	256417.33	False	1.1968966813629995	1.090359622660611	CHM13v2.0	58899358	61707364	1275	132602	7303	829771	11265016	103245708	4338	232174.0	0.9615239589146469	0.8801223470089942	0.2353727224483526	19.66524981757952	0.21023727565161676	19.281461939925116
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q12.3	61900000	63600000	929	70843	5316	470897	5736225	58587900	2475	118224.21	False	1.3113504509972755	1.128909294389219	CHM13v2.0	61888804	63589288	520	49309	2819	327815	3987620	40785912	1761	82185.18	1.0545742156604272	0.8599362445281638	0.25677623533684835	19.581053649050972	0.2689730498610552	23.825922170884372
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr22	22q11.21	17400000	21700000	1314	104880	8252	704511	8896141	88534444	3431	183351.28	True	1.2528604118993136	1.1713088936865428	CHM13v2.0	15711065	22113480	1739	172334	16579	1150482	15291800	143177668	6520	315169.88	1.0090870054661298	1.441048186759984	0.2437734064331838	19.45734769156188	-0.26973929307344124	-23.02887773902851
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q22.2	134000000	136000000	728	71648	4217	514324	6071231	63993028	1936	125128.64	False	1.0160786065207683	0.8199111843896066	CHM13v2.0	136745163	138745773	541	66102	2520	467177	5554185	58126960	1640	114472.22	0.8184321200568818	0.5394101165083041	0.1976464864638865	19.451889371105135	0.2805010678813026	34.211152771397444
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q22.1	114200000	117900000	1217	136782	7402	878695	11792083	109325264	3602	243035.39	False	0.8897369536927373	0.8423855831659449	CHM13v2.0	115383115	119084265	891	124239	4686	792398	10631885	98587788	3080	219123.72	0.717166107261005	0.5913694885650898	0.17257084643173226	19.39571529714479	0.25101609460085517	29.79824199477147
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9p21.1	28000000	33200000	1759	257309	23130	1735933	23085582	215996484	6758	475799.06	False	0.6836138650416425	1.332424696114424	CHM13v2.0	28010599	33218700	1300	235501	17961	1580912	20932742	196704932	5924	431428.47	0.5520146411267893	1.136116368273503	0.13159922391485313	19.25052001495563	0.196308327840921	14.733164914564355
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19p13.13	12600000	13800000	744	50531	5479	349054	4229038	43430252	2506	87160.65	False	1.4723634996338881	1.5696711683579045	CHM13v2.0	12724341	13926177	552	46424	4362	317315	3858036	39480724	2115	79514.305	1.1890401516457005	1.374659250271812	0.2833233479881876	19.242758195149335	0.19501191808609253	12.42374339398119
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2q13	108700000	112200000	1180	100156	8168	665918	8375318	82862456	3031	172615.67	False	1.1781620671752067	1.2265774464723884	CHM13v2.0	109160598	112626870	777	81662	4039	523307	6763451	65113840	2461	139394.84	0.9514829418823932	0.771822276407539	0.22667912529281342	19.240063112565274	0.45475517006484945	37.07512895926107
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q26	160600000	164100000	1640	177979	12703	1111756	15469483	138340224	4900	318828.94	False	0.9214570258288899	1.1426068309952904	CHM13v2.0	161852984	165464819	1243	166736	8555	1032994	14371961	128534332	4107	296207.0	0.745489876211496	0.8281751878520107	0.1759671496173939	19.096620318142776	0.31443164314327965	27.518796020971426
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr13	13q14.12	44600000	45200000	237	18902	1531	142696	1496866	17753468	832	30850.52	False	1.2538355729552428	1.0729102427538262	CHM13v2.0	43819777	44420051	154	15164	971	113876	1176649	14167840	635	24250.828	1.0155631759430228	0.8526818644841758	0.23827239701222003	19.00348037267925	0.22022837826965036	20.526263008207724
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9q22.31	91200000	93900000	916	106595	6076	700833	9203851	87200144	3225	189692.97	False	0.8593273605703833	0.8669683077138205	CHM13v2.0	103366144	106067989	687	98688	4331	640125	8510235	79645580	2773	175397.27	0.6961332684824904	0.6765866041788713	0.16319409208789293	18.990910749027236	0.1903817035349492	21.95947670070919
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19q13.42	53100000	55800000	2249	173656	16778	1087035	14818185	135317428	6340	305404.7	False	1.2950891417515087	1.5434645618586338	CHM13v2.0	56182556	58899358	1476	140275	10073	874556	11743029	108840064	4989	242024.45	1.0522188558189272	1.1517844483372133	0.24287028593258153	18.753171353449705	0.3916801135214205	25.37668328774332
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10q26.11	117300000	119900000	1260	105011	6971	696924	9202622	86714944	3293	189667.83	False	1.1998742988829743	1.0002525382968588	CHM13v2.0	118194477	120797529	960	98471	4352	653818	8526800	81348632	2762	175738.77	0.9749063175960434	0.6656286611870582	0.22496798128693085	18.74929578009674	0.33462387710980057	33.45393931012346
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xp11.3	42500000	47600000	1246	74534	10901	872079	10821607	108495572	5206	223034.98	False	1.6717202887272922	1.2500014333563818	CHM13v2.0	41906024	47009888	951	69940	7610	802932	10136529	99892976	4410	208915.6	1.3597369173577352	0.9477763994958477	0.311983371369557	18.662414608072687	0.3022250338605341	24.17797498431894
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q29	192600000	198295559	3125	248711	27880	1628521	22052815	203308504	8075	454514.16	True	1.2564784026440325	1.7119828359597449	CHM13v2.0	195295941	201105948	2296	224591	11635	1442284	19602363	179460924	6607	404010.0	1.0223027636904418	0.8067065848335001	0.23417563895359073	18.637458348731684	0.9052762511262448	52.878815845063244
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xq21.32	92700000	94300000	368	34964	2606	364260	4733525	45317680	1558	97558.266	False	1.0525111543301682	0.7154230494701587	CHM13v2.0	91150234	92745170	257	29993	2096	310089	4062314	38578252	1364	83724.56	0.8568666022071817	0.6759349735076059	0.19564455212298648	18.588359022902445	0.03948807596255277	5.51954203765137
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xp11.22	50100000	54800000	997	45512	11623	630279	5243681	78413172	3577	108072.414	True	2.190631042362454	1.8441039603096405	CHM13v2.0	49417662	54090881	690	38680	10715	522639	4442359	65021652	2889	91557.36	1.7838676318510858	2.0501722986612174	0.40676341051136844	18.568321303102707	-0.2060683383515769	-11.174442590371992
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12p13.1	12600000	14600000	899	82435	5273	563421	7158007	70101696	2670	147527.36	False	1.090556195790623	0.9358898585604726	CHM13v2.0	12469144	14477435	614	69104	3147	473301	5916318	58888724	2242	121936.25	0.8885158601528131	0.6649045744674108	0.20204033563780976	18.526357139380256	0.2709852840930618	28.954826426891135
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr9	9p21.3	19900000	25600000	2338	241370	9829	1672029	19672233	208029500	6691	405456.9	False	0.9686373617268094	0.5878486557350381	CHM13v2.0	19913875	25610359	1744	220722	6558	1521622	17941968	189315336	5876	369791.6	0.790134195956905	0.4309874594347347	0.17850316576990433	18.42827592894859	0.15686119630030337	26.68394233277037
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18p11.32	0	2900000	1469	162378	8590	938702	14087574	116807048	4187	290347.22	False	0.9046792053110643	0.9150933949219241	CHM13v2.0	0	3055502	1077	145931	5691	841960	12604876	104754680	3462	259787.7	0.7380200231616312	0.6759228466910542	0.1666591821494331	18.421909243744484	0.23917054823086992	26.136189984332248
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xq13.3	74700000	76800000	512	39005	3204	461058	6109177	57360344	1981	125910.19	False	1.3126522240738367	0.6949234152753017	CHM13v2.0	73133628	75233853	341	31774	2122	368628	4929096	45861104	1643	101588.98	1.0732045068294833	0.5756480788220103	0.23944771724435343	18.24151994358595	0.11927533645329136	17.163810260449942
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18q21.33	61300000	63900000	1114	104501	5199	698878	9173916	86952692	3026	189075.02	False	1.066018506999933	0.7439066618208042	CHM13v2.0	61503246	64105093	859	98425	3542	655394	8602559	81542712	2549	177299.05	0.8727457454914911	0.5404382707195976	0.19327276150844197	18.13033828581122	0.20346839110120662	27.351333378732267
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17q24.1	64600000	66200000	802	68860	4794	445641	5868045	55453508	2261	120940.88	False	1.1646819634040082	1.0757538018270312	CHM13v2.0	65469760	67070785	587	61524	3634	384618	5263184	47860128	1991	108474.62	0.954099213315129	0.9448335751316891	0.21058275008887917	18.08070844279329	0.1309202266953421	12.170091936741546
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18q21.2	50700000	56200000	2135	209942	16816	1416836	18742757	176278012	6203	386293.78	False	1.0169475378914177	1.1868698988450321	CHM13v2.0	50901745	56402692	1647	197609	11847	1328129	17505527	165239712	5365	360794.47	0.8334640628716303	0.8920067252503334	0.18348347501978735	18.042570357191657	0.2948631735946987	24.84376542716571
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr2	2q12.1	102100000	105300000	1222	110761	6225	796790	9586719	99150620	3403	197583.2	False	1.103276424012062	0.7812598049674319	CHM13v2.0	102558292	105761211	955	105599	4487	754177	9117384	93847384	2996	187910.36	0.9043646246650062	0.5949531741222551	0.19891179934705583	18.02918969515487	0.18630663084517674	23.84694946042223
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr16	16q23.3	81600000	84100000	1392	168538	7337	1096863	14449493	136467352	4494	297806.97	False	0.8259264972884454	0.6689076028638035	CHM13v2.0	87661662	90166083	1100	162454	5737	1053468	13865371	131067076	4045	285767.4	0.67711475248378	0.5445822749243452	0.1488117448046654	18.017553050207404	0.12432532793945827	18.586323044794607
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chrX	Xp22.11	21900000	24900000	798	62954	6472	663546	9788224	82551928	3651	201736.12	False	1.2675922101852146	0.9753656867798163	CHM13v2.0	21483312	24484237	613	58985	4689	609765	9119805	75861020	3050	187959.81	1.0392472662541323	0.7689847728223168	0.2283449439310823	18.0140696744829	0.20638091395749947	21.159337134246435
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr17	17p12	10800000	16100000	2797	276955	15675	1766198	22965580	219912048	8200	473327.06	True	1.0099113574407395	0.8874995895137464	CHM13v2.0	10707908	16002309	1983	238803	11697	1524748	19728349	189849056	7075	406605.6	0.8303915779952512	0.7671431607059003	0.17951977944548825	17.775795679773044	0.12035642880784614	13.561294025362692
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10q26.13	121400000	125700000	1948	204109	10078	1286779	16984561	160116000	5367	350059.4	False	0.9543920160306504	0.7831958712412932	CHM13v2.0	122296091	126582419	1523	194004	6000	1215441	16009261	151236840	4572	329958.56	0.7850353600956681	0.493647984558691	0.16935665593498228	17.74497827835385	0.2895478866826022	36.9700476361929
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q14.1	75200000	83200000	2373	340582	15802	2252309	30201520	280236964	8863	622464.56	False	0.696748506967485	0.7015911227100722	CHM13v2.0	76377151	84423242	1759	306084	11196	2014782	26976064	250678580	7692	555983.5	0.5746788463297657	0.5556928739684989	0.12206966063771929	17.519902722004087	0.1458982487415733	20.795338484045324
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q23.2	112700000	114600000	788	73633	4292	488881	6458113	60824672	2090	133102.03	False	1.0701723412057094	0.877923257398017	CHM13v2.0	112710438	114610447	571	64663	2922	428515	5679112	53313776	1714	117047.2	0.8830397599863911	0.6818897821546503	0.1871325812193183	17.48620983873359	0.19603347524336667	22.329226796470724
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr11	11q22.2	102300000	103000000	263	30579	1362	197399	2542015	24560824	844	52391.176	False	0.8600673664933451	0.6899731001676808	CHM13v2.0	102302118	103003764	184	25921	1023	166861	2156774	20761708	699	44451.28	0.709849157054126	0.6130851427235843	0.15021820943921915	17.46586549977902	0.07688795744409649	11.14361667511542
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr15	15q13.3	30900000	33400000	954	95325	7113	619439	8270559	77069168	2756	170456.97	True	1.000786782061369	1.1482970881717167	CHM13v2.0	28693986	31196487	709	85806	3853	549008	7337827	68306456	2432	151232.56	0.8262825443442183	0.7018112668667852	0.17450423771715062	17.436704885102085	0.44648582130493153	38.882430853831785
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q14.3	84200000	87300000	1015	124836	5705	874657	11155069	108820656	3454	229905.11	False	0.8130667435675606	0.6522556842282174	CHM13v2.0	85423294	88508804	740	110179	3918	762187	9798144	94827488	2900	201938.55	0.6716343404823061	0.5140470776856598	0.1414324030852545	17.39493149906486	0.13820860654255762	21.189329565765792
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10p12.1	24300000	29300000	2278	272932	15197	1593855	23754032	198310944	7697	489578.0	False	0.8346401301423065	0.9534744377625317	CHM13v2.0	24318538	29331681	1729	250652	10470	1453533	21633498	180848596	6429	445872.53	0.6898009989946221	0.7203138834825216	0.14483913114768443	17.353482766637317	0.23316055428001015	24.453781354343985
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr10	10q22.2	73100000	75900000	1103	78450	8893	580744	6722361	72260836	3504	138549.28	False	1.4059910771191841	1.5313115589657404	CHM13v2.0	73971392	76774110	846	72670	5518	527005	6117046	65569928	2891	126073.086	1.1641667813403054	1.047048889479227	0.24182429577887876	17.199561200229407	0.48426266948651353	31.624045848226224
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr18	18q21.1	45900000	50700000	1886	189372	12199	1336920	16724499	166350820	5919	344699.25	False	0.9959233677629217	0.9124704544774556	CHM13v2.0	46090953	50901745	1458	176791	8329	1245222	15438106	154938916	4967	318185.1	0.8247026149521186	0.6688767143529427	0.17122075281080307	17.192161400470518	0.24359374012451285	26.69606878000359
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr6	6q25.3	155200000	160600000	2138	244802	13826	1555408	21735579	193536576	7099	447982.28	False	0.8733588777869462	0.8888986040961601	CHM13v2.0	156401943	161852984	1659	229243	9136	1444273	20221790	179703524	5985	416782.03	0.7236862194265473	0.6325673885754286	0.1496726583603989	17.137589388186324	0.25633121552073146	28.836946569555177
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr12	12q13.3	56200000	57700000	666	43418	4802	322558	3781138	40150300	2058	77929.41	False	1.5339260214657515	1.4887245084604939	CHM13v2.0	56167601	57668365	389	30602	2949	230142	2619226	28641356	1504	53982.52	1.2711587477942619	1.2813827984461768	0.26276727367148967	17.13037460701011	0.20734171001431712	13.927473406663493
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3p21.32	44100000	44200000	30	2315	82	20623	135314	2566708	75	2788.8289	False	1.2958963282937366	0.3976143141153081	CHM13v2.0	44115566	44215563	23	2140	93	19225	123684	2392036	52	2549.1348	1.074766355140187	0.4837451235370611	0.22112997315354965	17.063862928348918	-0.086130809421753	-21.66189856957088
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr14	14q21.2	43000000	46700000	1370	151409	6806	1081908	11937254	134609036	4358	246025.42	False	0.9048339266490103	0.6290738214339852	CHM13v2.0	37191028	40898832	969	129047	4356	921938	10183808	114706132	3627	209887.81	0.7508892109076538	0.4724829652319354	0.15394471574135649	17.013587931155506	0.15659085620204977	24.892286225660776
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr19	19p13.11	16100000	19900000	2292	163916	16352	1110072	14070299	138126736	7122	289991.28	False	1.3982771663534983	1.4730576034707659	CHM13v2.0	16234072	20037734	1740	149887	11716	1008436	12775003	125477572	6031	263294.03	1.1608745254758583	1.1617990631036574	0.23740264087763996	16.97822481766982	0.3112585403671084	21.130099707827586
1kgp_variation_phased_with_reference_panel	HPRC_samples	GRCh38	chr3	3q27.3	186300000	188200000	864	89322	5328	568082	7480140	70679084	2471	154165.86	False	0.9672868946060321	0.9378927690016583	CHM13v2.0	189115680	191017553	654	81437	3565	516293	6805613	64235628	2089	140263.62	0.803074769453688	0.6904993869760001	0.16421212515234407	16.976568799603797	0.2473933820256582	26.37757643541666
